M,N,Network,Layer,Recovery_Cycles,Sysarr_cycles,Recovery_sysarr_number,IBUF Read,WBUF Read,OBUF Write,best_tiling
2,128,CIFAR10SNN,conv1/Convolution,106944128,106944128,1021,1098722304,1709015040,8364032,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,256,CIFAR10SNN,conv1/Convolution,107074816,107074816,1021,1098722304,1709015040,16728064,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,512,CIFAR10SNN,conv1/Convolution,107336192,107336192,1021,1098722304,1709015040,33456128,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,1,CIFAR10SNN,conv1/Convolution,1714524513,1714524513,14795,1471804416,54863364096,1893760,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,2,CIFAR10SNN,conv1/Convolution,868315468,868315468,7507,1471804416,27785134080,1921792,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,4,CIFAR10SNN,conv1/Convolution,441718218,441718218,3831,1471804416,14134247424,1961472,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,8,CIFAR10SNN,conv1/Convolution,225516738,225516738,1965,1471804416,7215906816,2012160,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,16,CIFAR10SNN,conv1/Convolution,115771392,115771392,1024,1471804416,3704094720,2097152,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,32,CIFAR10SNN,conv1/Convolution,115787776,115787776,1024,1471804416,3704094720,4194304,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,64,CIFAR10SNN,conv1/Convolution,115820544,115820544,1024,1471804416,3704094720,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,128,CIFAR10SNN,conv1/Convolution,115886080,115886080,1024,1471804416,3704094720,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,256,CIFAR10SNN,conv1/Convolution,116017152,116017152,1024,1471804416,3704094720,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,512,CIFAR10SNN,conv1/Convolution,116279296,116279296,1024,1471804416,3704094720,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,1,CIFAR10SNN,conv1/Convolution,1941344146,1941344146,16222,1805008896,1.24239E+11,4152832,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,2,CIFAR10SNN,conv1/Convolution,974371440,974371440,8142,1805008896,62355603456,4168704,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,4,CIFAR10SNN,conv1/Convolution,489567182,489567182,4091,1805008896,31329681408,4189184,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,8,CIFAR10SNN,conv1/Convolution,245082112,245082112,2048,1805008896,15683420160,4194304,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,16,CIFAR10SNN,conv1/Convolution,122549248,122549248,1024,1805008896,7841710080,4194304,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,32,CIFAR10SNN,conv1/Convolution,122565632,122565632,1024,1805008896,7841710080,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,64,CIFAR10SNN,conv1/Convolution,122598400,122598400,1024,1805008896,7841710080,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,128,CIFAR10SNN,conv1/Convolution,122663936,122663936,1024,1805008896,7841710080,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,256,CIFAR10SNN,conv1/Convolution,122795008,122795008,1024,1805008896,7841710080,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,512,CIFAR10SNN,conv1/Convolution,123057152,123057152,1024,1805008896,7841710080,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,1,CIFAR10SNN,conv1/Convolution,1963180032,1963180032,16384,1951239168,2.51256E+11,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,2,CIFAR10SNN,conv1/Convolution,981598208,981598208,8192,1951239168,1.25628E+11,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,4,CIFAR10SNN,conv1/Convolution,490807296,490807296,4096,1951239168,62813896704,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,8,CIFAR10SNN,conv1/Convolution,245411840,245411840,2048,1951239168,31406948352,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,16,CIFAR10SNN,conv1/Convolution,122714112,122714112,1024,1951239168,15703474176,8388608,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,32,CIFAR10SNN,conv1/Convolution,122730496,122730496,1024,1951239168,15703474176,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,64,CIFAR10SNN,conv1/Convolution,122763264,122763264,1024,1951239168,15703474176,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,128,CIFAR10SNN,conv1/Convolution,122828800,122828800,1024,1951239168,15703474176,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,256,CIFAR10SNN,conv1/Convolution,122959872,122959872,1024,1951239168,15703474176,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
16,512,CIFAR10SNN,conv1/Convolution,123222016,123222016,1024,1951239168,15703474176,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,1,CIFAR10SNN,conv1/Convolution,1963442176,1963442176,16384,1961008128,5.02511E+11,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,2,CIFAR10SNN,conv1/Convolution,981729280,981729280,8192,1961008128,2.51256E+11,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,4,CIFAR10SNN,conv1/Convolution,490872832,490872832,4096,1961008128,1.25628E+11,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,8,CIFAR10SNN,conv1/Convolution,245444608,245444608,2048,1961008128,62813896704,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,16,CIFAR10SNN,conv1/Convolution,122730496,122730496,1024,1961008128,31406948352,16777216,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,32,CIFAR10SNN,conv1/Convolution,122746880,122746880,1024,1961008128,31406948352,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,64,CIFAR10SNN,conv1/Convolution,122779648,122779648,1024,1961008128,31406948352,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,128,CIFAR10SNN,conv1/Convolution,122845184,122845184,1024,1961008128,31406948352,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,256,CIFAR10SNN,conv1/Convolution,122976256,122976256,1024,1961008128,31406948352,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
32,512,CIFAR10SNN,conv1/Convolution,123238400,123238400,1024,1961008128,31406948352,536870912,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,1,CIFAR10SNN,conv1/Convolution,1963966464,1963966464,16384,1961008128,1.00502E+12,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,2,CIFAR10SNN,conv1/Convolution,981991424,981991424,8192,1961008128,5.02511E+11,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,4,CIFAR10SNN,conv1/Convolution,491003904,491003904,4096,1961008128,2.51256E+11,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,8,CIFAR10SNN,conv1/Convolution,245510144,245510144,2048,1961008128,1.25628E+11,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,16,CIFAR10SNN,conv1/Convolution,122763264,122763264,1024,1961008128,62813896704,33554432,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,32,CIFAR10SNN,conv1/Convolution,122779648,122779648,1024,1961008128,62813896704,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,64,CIFAR10SNN,conv1/Convolution,122812416,122812416,1024,1961008128,62813896704,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,128,CIFAR10SNN,conv1/Convolution,122877952,122877952,1024,1961008128,62813896704,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,256,CIFAR10SNN,conv1/Convolution,123009024,123009024,1024,1961008128,62813896704,536870912,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
64,512,CIFAR10SNN,conv1/Convolution,123271168,123271168,1024,1961008128,62813896704,1073741824,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,1,CIFAR10SNN,conv1/Convolution,1965015040,1965015040,16384,1961008128,2.01004E+12,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,2,CIFAR10SNN,conv1/Convolution,982515712,982515712,8192,1961008128,1.00502E+12,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,4,CIFAR10SNN,conv1/Convolution,491266048,491266048,4096,1961008128,5.02511E+11,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,8,CIFAR10SNN,conv1/Convolution,245641216,245641216,2048,1961008128,2.51256E+11,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,16,CIFAR10SNN,conv1/Convolution,122828800,122828800,1024,1961008128,1.25628E+11,67108864,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,32,CIFAR10SNN,conv1/Convolution,122845184,122845184,1024,1961008128,1.25628E+11,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,64,CIFAR10SNN,conv1/Convolution,122877952,122877952,1024,1961008128,1.25628E+11,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,128,CIFAR10SNN,conv1/Convolution,122943488,122943488,1024,1961008128,1.25628E+11,536870912,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,256,CIFAR10SNN,conv1/Convolution,123074560,123074560,1024,1961008128,1.25628E+11,1073741824,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
128,512,CIFAR10SNN,conv1/Convolution,123336704,123336704,1024,1961008128,1.25628E+11,2147483648,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,1,CIFAR10SNN,conv1/Convolution,1967112192,1967112192,16384,1961008128,4.02009E+12,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,2,CIFAR10SNN,conv1/Convolution,983564288,983564288,8192,1961008128,2.01004E+12,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,4,CIFAR10SNN,conv1/Convolution,491790336,491790336,4096,1961008128,1.00502E+12,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,8,CIFAR10SNN,conv1/Convolution,245903360,245903360,2048,1961008128,5.02511E+11,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,16,CIFAR10SNN,conv1/Convolution,122959872,122959872,1024,1961008128,2.51256E+11,134217728,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,32,CIFAR10SNN,conv1/Convolution,122976256,122976256,1024,1961008128,2.51256E+11,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,64,CIFAR10SNN,conv1/Convolution,123009024,123009024,1024,1961008128,2.51256E+11,536870912,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,128,CIFAR10SNN,conv1/Convolution,123074560,123074560,1024,1961008128,2.51256E+11,1073741824,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,256,CIFAR10SNN,conv1/Convolution,123205632,123205632,1024,1961008128,2.51256E+11,2147483648,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
256,512,CIFAR10SNN,conv1/Convolution,123467776,123467776,1024,1961008128,2.51256E+11,4294967296,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,1,CIFAR10SNN,conv1/Convolution,1971306496,1971306496,16384,1961008128,8.04018E+12,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,2,CIFAR10SNN,conv1/Convolution,985661440,985661440,8192,1961008128,4.02009E+12,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,4,CIFAR10SNN,conv1/Convolution,492838912,492838912,4096,1961008128,2.01004E+12,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,8,CIFAR10SNN,conv1/Convolution,246427648,246427648,2048,1961008128,1.00502E+12,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,16,CIFAR10SNN,conv1/Convolution,123222016,123222016,1024,1961008128,5.02511E+11,268435456,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,32,CIFAR10SNN,conv1/Convolution,123238400,123238400,1024,1961008128,5.02511E+11,536870912,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,64,CIFAR10SNN,conv1/Convolution,123271168,123271168,1024,1961008128,5.02511E+11,1073741824,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,128,CIFAR10SNN,conv1/Convolution,123336704,123336704,1024,1961008128,5.02511E+11,2147483648,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,256,CIFAR10SNN,conv1/Convolution,123467776,123467776,1024,1961008128,5.02511E+11,4294967296,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
512,512,CIFAR10SNN,conv1/Convolution,123729920,123729920,1024,1961008128,5.02511E+11,8589934592,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,1,CIFAR10SNN,conv2/Convolution,67092480,67092480,831,48264192,536739840,26592,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,2,CIFAR10SNN,conv2/Convolution,36246994,36246994,466,48264192,289972224,29824,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,4,CIFAR10SNN,conv2/Convolution,21428094,21428094,298,48264192,171417600,38144,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,8,CIFAR10SNN,conv2/Convolution,13595112,13595112,216,48264192,108748800,55296,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,16,CIFAR10SNN,conv2/Convolution,12149733,12149733,203,48264192,97173504,103936,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,32,CIFAR10SNN,conv2/Convolution,12152981,12152981,203,48264192,97173504,207872,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,64,CIFAR10SNN,conv2/Convolution,12159477,12159477,203,48264192,97173504,415744,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,128,CIFAR10SNN,conv2/Convolution,12172469,12172469,203,48264192,97173504,831488,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,256,CIFAR10SNN,conv2/Convolution,12198453,12198453,203,48264192,97173504,1662976,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
1,512,CIFAR10SNN,conv2/Convolution,12250421,12250421,203,48264192,97173504,3325952,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,1,CIFAR10SNN,conv2/Convolution,141448651,141448651,1483,98491392,2263154688,94912,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,2,CIFAR10SNN,conv2/Convolution,76144204,76144204,806,98491392,1218281472,103168,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,4,CIFAR10SNN,conv2/Convolution,43390804,43390804,469,98491392,694222848,120064,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,8,CIFAR10SNN,conv2/Convolution,25613592,25613592,291,98491392,409780224,148992,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,16,CIFAR10SNN,conv2/Convolution,20610912,20610912,246,98491392,329711616,251904,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,32,CIFAR10SNN,conv2/Convolution,20614848,20614848,246,98491392,329711616,503808,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,64,CIFAR10SNN,conv2/Convolution,20622720,20622720,246,98491392,329711616,1007616,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,128,CIFAR10SNN,conv2/Convolution,20638464,20638464,246,98491392,329711616,2015232,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,256,CIFAR10SNN,conv2/Convolution,20669952,20669952,246,98491392,329711616,4030464,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
2,512,CIFAR10SNN,conv2/Convolution,20732928,20732928,246,98491392,329711616,8060928,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,1,CIFAR10SNN,conv2/Convolution,241189440,241189440,2240,177702912,7717847040,286720,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,2,CIFAR10SNN,conv2/Convolution,126411376,126411376,1180,177702912,4045012992,302080,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,4,CIFAR10SNN,conv2/Convolution,69584736,69584736,656,177702912,2226585600,335872,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,8,CIFAR10SNN,conv2/Convolution,41393036,41393036,398,177702912,1324449792,407552,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,16,CIFAR10SNN,conv2/Convolution,24731082,24731082,253,177702912,791248896,518144,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,32,CIFAR10SNN,conv2/Convolution,24735130,24735130,253,177702912,791248896,1036288,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,64,CIFAR10SNN,conv2/Convolution,24743226,24743226,253,177702912,791248896,2072576,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,128,CIFAR10SNN,conv2/Convolution,24759418,24759418,253,177702912,791248896,4145152,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,256,CIFAR10SNN,conv2/Convolution,24791802,24791802,253,177702912,791248896,8290304,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
4,512,CIFAR10SNN,conv2/Convolution,24856570,24856570,253,177702912,791248896,16580608,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,1,CIFAR10SNN,conv2/Convolution,374616034,374616034,3214,303630336,23973986304,822784,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
8,2,CIFAR10SNN,conv2/Convolution,194590776,194590776,1671,303630336,12452954112,855552,"{'B/b': (1, 100), 'OW/ow': (16, 4), 'OH/oh': (16, 4), 'IC/ic': (2, 64), 'OC/oc': (4, 32)}"
