N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Timesteps,in_sparsity_util,out_sparsity_util,best_tiling,TW,Speed,best_order
1,256,8,8,ImageNetSNN,conv2/Convolution,182233525,565,92484403200,294912,200704,1806336,180633600,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (56, 1), 'OH/oh': (56, 1), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv3/Convolution,182233525,565,92484403200,294912,200704,1806336,180633600,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (56, 1), 'OH/oh': (56, 1), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv4/Convolution,182233525,565,92484403200,294912,200704,1806336,180633600,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (56, 1), 'OH/oh': (56, 1), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv5/Convolution,183832493,173,184968806400,589824,401408,3612672,180633600,180633600,181624832,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (56, 1), 'OH/oh': (56, 1), 'IC/ic': (4, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv6/Convolution,91916613,453,92484403200,1179648,100352,1705984,90316800,90316800,91596800,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (28, 1), 'OH/oh': (28, 1), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,256,8,8,ImageNetSNN,conv7/Convolution,91916613,453,92484403200,1179648,100352,1705984,90316800,90316800,91596800,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (28, 1), 'OH/oh': (28, 1), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,256,8,8,ImageNetSNN,conv8/Convolution,91916613,453,92484403200,1179648,100352,1705984,90316800,90316800,91596800,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (28, 1), 'OH/oh': (28, 1), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,256,8,8,ImageNetSNN,conv9/Convolution,93516169,649,184968806400,2359296,200704,3411968,90316800,90316800,92876800,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (28, 1), 'OH/oh': (28, 1), 'IC/ic': (16, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,256,8,8,ImageNetSNN,conv10/Convolution,46758090,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv11/Convolution,46758090,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.7896282010400314,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv12/Convolution,46758090,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6520585998822606,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv13/Convolution,93515948,428,46242201600,9437184,100352,3311616,90316800,20070400,29607936,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv14/Convolution,46758003,243,92484403200,18874368,25088,1630720,45158400,22579200,41478656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (7, 1), 'OH/oh': (7, 1), 'IC/ic': (64, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv15/Convolution,46758003,243,92484403200,18874368,25088,1630720,45158400,22579200,41478656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (7, 1), 'OH/oh': (7, 1), 'IC/ic': (64, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,256,8,8,ImageNetSNN,conv16/Convolution,46758003,243,92484403200,18874368,25088,1630720,45158400,22579200,41478656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (7, 1), 'OH/oh': (7, 1), 'IC/ic': (64, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,CIFAR10SNN,conv0/Convolution,16842927,175,1887436800,18432,2097152,6291456,29491200,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,CIFAR10SNN,conv1/Convolution,960495849,233,483183820800,1179648,2097152,35651584,1887436800,838860800,842137600,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (64, 2), 'OH/oh': (64, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,CIFAR10SNN,conv2/Convolution,240124105,201,120795955200,1179648,524288,8912896,471859200,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,CIFAR10SNN,conv3/Convolution,240124105,201,120795955200,1179648,524288,8912896,471859200,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,CIFAR10SNN,fc4/MatMul,26280294,358,6710886400,67108864,512,131584,26214400,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (128, 1024), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,CIFAR10SNN,fc5/MatMul,51513,57,512000,5120,10,522,51200,51200,56330,10,1024,65536,65536,131072,100,0.0,0.8369230769230769,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 10)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,DVS128Gesture,conv0/Convolution,16842927,175,1887436800,18432,2097152,6291456,29491200,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.9608177038339468,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,DVS128Gesture,conv1/Convolution,240124105,201,120795955200,1179648,524288,8912896,471859200,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.9522491357265375,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,DVS128Gesture,conv2/Convolution,60031533,557,1887436800,1179648,131072,2228224,117964800,20480000,21790720,131072,1024,65536,65536,131072,100,0.0,0.8379847208658854,"{'B/b': (1, 100), 'OW/ow': (4, 8), 'OH/oh': (4, 8), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,DVS128Gesture,conv3/Convolution,15008109,365,471859200,1179648,32768,557056,29491200,5120000,6332416,32768,1024,65536,65536,131072,100,0.0,0.8815777118389423,"{'B/b': (1, 100), 'OW/ow': (2, 8), 'OH/oh': (2, 8), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
2,256,8,8,DVS128Gesture,conv4/Convolution,3752196,260,1887436800,1179648,8192,139264,7372800,3276800,4464640,8192,1024,65536,65536,131072,100,0.0,0.8369265825320513,"{'B/b': (1, 100), 'OW/ow': (4, 2), 'OH/oh': (4, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,DVS128Gesture,fc5/MatMul,26190,78,6553600,65536,512,1536,12800,12800,78848,512,1024,65536,65536,131072,100,0.0,0.7122395833333333,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 128), 'OC/oc': (1, 512)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,DVS128Gesture,fc6/MatMul,51513,57,563200,5632,11,523,51200,51200,56843,11,1024,65536,65536,131072,100,0.0,0.779020979020979,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 11)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv1/Convolution,91120265,649,23121100800,294912,200704,1806336,180633600,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5592464524872449,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv2/Convolution,91120202,586,23121100800,294912,200704,1806336,180633600,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv3/Convolution,91120202,586,23121100800,294912,200704,1806336,180633600,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv4/Convolution,91120202,586,23121100800,294912,200704,1806336,180633600,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv5/Convolution,91922629,197,46242201600,589824,401408,3612672,180633600,80281600,81272832,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (4, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv6/Convolution,45961756,540,23121100800,1179648,100352,1705984,90316800,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
2,256,8,8,ImageNetSNN,conv7/Convolution,45961756,540,23121100800,1179648,100352,1705984,90316800,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
2,256,8,8,ImageNetSNN,conv8/Convolution,45961756,540,23121100800,1179648,100352,1705984,90316800,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
2,256,8,8,ImageNetSNN,conv9/Convolution,46764743,711,46242201600,2359296,200704,3411968,90316800,40140800,42700800,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (16, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv10/Convolution,23382346,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv11/Convolution,23382346,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.7896282010400314,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv12/Convolution,23382346,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6520585998822606,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv13/Convolution,46764460,428,46242201600,9437184,100352,3311616,90316800,20070400,29607936,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv14/Convolution,23859457,257,1887436800,18874368,25088,1663488,45158400,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (64, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv15/Convolution,23859457,257,1887436800,18874368,25088,1663488,45158400,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (64, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,256,8,8,ImageNetSNN,conv16/Convolution,23859457,257,1887436800,18874368,25088,1663488,45158400,4147200,23046656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (64, 8), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,CIFAR10SNN,conv0/Convolution,8429743,175,1887436800,18432,2097152,6291456,29491200,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,CIFAR10SNN,conv1/Convolution,480313577,233,483183820800,1179648,2097152,35651584,1887436800,838860800,842137600,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (64, 2), 'OH/oh': (64, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,CIFAR10SNN,conv2/Convolution,120078537,201,120795955200,1179648,524288,8912896,471859200,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,CIFAR10SNN,conv3/Convolution,120078537,201,120795955200,1179648,524288,8912896,471859200,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,CIFAR10SNN,fc4/MatMul,26280806,358,6710886400,67108864,512,262656,26214400,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (128, 1024), 'OC/oc': (2, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,CIFAR10SNN,fc5/MatMul,51515,57,512000,5120,10,1034,51200,51200,56330,10,1024,65536,65536,131072,100,0.0,0.8369230769230769,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 10)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,DVS128Gesture,conv0/Convolution,8429743,175,1887436800,18432,2097152,6291456,29491200,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.9608177038339468,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,DVS128Gesture,conv1/Convolution,120078537,201,120795955200,1179648,524288,8912896,471859200,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.9522491357265375,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,DVS128Gesture,conv2/Convolution,30020141,557,1887436800,1179648,131072,2228224,117964800,20480000,21790720,131072,1024,65536,65536,131072,100,0.0,0.8379847208658854,"{'B/b': (1, 100), 'OW/ow': (4, 8), 'OH/oh': (4, 8), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,DVS128Gesture,conv3/Convolution,7505261,365,471859200,1179648,32768,557056,29491200,5120000,6332416,32768,1024,65536,65536,131072,100,0.0,0.8815777118389423,"{'B/b': (1, 100), 'OW/ow': (2, 8), 'OH/oh': (2, 8), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
4,256,8,8,DVS128Gesture,conv4/Convolution,1876484,260,1887436800,1179648,8192,139264,7372800,3276800,4464640,8192,1024,65536,65536,131072,100,0.0,0.8369265825320513,"{'B/b': (1, 100), 'OW/ow': (4, 2), 'OH/oh': (4, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,DVS128Gesture,fc5/MatMul,26194,78,6553600,65536,512,2560,12800,12800,78848,512,1024,65536,65536,131072,100,0.0,0.7122395833333333,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 128), 'OC/oc': (1, 512)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,DVS128Gesture,fc6/MatMul,51515,57,563200,5632,11,1035,51200,51200,56843,11,1024,65536,65536,131072,100,0.0,0.779020979020979,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 11)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv1/Convolution,45563593,649,23121100800,294912,200704,1806336,180633600,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5592464524872449,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv2/Convolution,45563530,586,23121100800,294912,200704,1806336,180633600,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv3/Convolution,45563530,586,23121100800,294912,200704,1806336,180633600,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv4/Convolution,45563530,586,23121100800,294912,200704,1806336,180633600,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (2, 32), 'OC/oc': (1, 64)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv5/Convolution,45967685,197,46242201600,589824,401408,3612672,180633600,80281600,81272832,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (4, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv6/Convolution,22984284,540,23121100800,1179648,100352,1705984,90316800,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
4,256,8,8,ImageNetSNN,conv7/Convolution,22984284,540,23121100800,1179648,100352,1705984,90316800,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
4,256,8,8,ImageNetSNN,conv8/Convolution,22984284,540,23121100800,1179648,100352,1705984,90316800,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (8, 16), 'OC/oc': (1, 128)}",8,False,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
4,256,8,8,ImageNetSNN,conv9/Convolution,23388999,711,46242201600,2359296,200704,3411968,90316800,40140800,42700800,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (16, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,256,8,8,ImageNetSNN,conv10/Convolution,11694474,330,23121100800,4718592,50176,1655808,45158400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (32, 8), 'OC/oc': (1, 256)}",8,False,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
